from,to,score
chr22:42378794-42379994,chr22:42413194-42413394,0.03130723785573095
chr22:42413194-42413394,chr22:42378794-42379994,0.03130723785573095
chr22:32409013-32410813,chr22:32473613-32474013,0.03120750695693239
chr22:32473613-32474013,chr22:32409013-32410813,0.03120750695693239
chr22:32409013-32410813,chr22:32474013-32474413,0.03120750695693239
chr22:32474013-32474413,chr22:32409013-32410813,0.03120750695693239
chr22:32409013-32410813,chr22:32474413-32475213,0.03120750695693239
chr22:32474413-32475213,chr22:32409013-32410813,0.03120750695693239
chr22:32409013-32410813,chr22:32468013-32473613,0.03120750695693239
chr22:32468013-32473613,chr22:32409013-32410813,0.03120750695693239
chr22:32409013-32410813,chr22:32444213-32445813,0.03120750695693239
chr22:32444213-32445813,chr22:32409013-32410813,0.03120750695693239
chr22:32409013-32410813,chr22:32445813-32447013,0.03120750695693239
chr22:32445813-32447013,chr22:32409013-32410813,0.03120750695693239
chr22:32409013-32410813,chr22:32447013-32452813,0.03120750695693239
chr22:32447013-32452813,chr22:32409013-32410813,0.03120750695693239
chr22:32410813-32411013,chr22:32473613-32474013,0.03120750695693239
chr22:32473613-32474013,chr22:32410813-32411013,0.03120750695693239
chr22:32410813-32411013,chr22:32474013-32474413,0.03120750695693239
chr22:32474013-32474413,chr22:32410813-32411013,0.03120750695693239
chr22:32410813-32411013,chr22:32474413-32475213,0.03120750695693239
chr22:32474413-32475213,chr22:32410813-32411013,0.03120750695693239
chr22:32410813-32411013,chr22:32468013-32473613,0.03120750695693239
chr22:32468013-32473613,chr22:32410813-32411013,0.03120750695693239
chr22:32410813-32411013,chr22:32444213-32445813,0.03120750695693239
chr22:32444213-32445813,chr22:32410813-32411013,0.03120750695693239
chr22:32410813-32411013,chr22:32445813-32447013,0.03120750695693239
chr22:32445813-32447013,chr22:32410813-32411013,0.03120750695693239
chr22:32410813-32411013,chr22:32447013-32452813,0.03120750695693239
chr22:32447013-32452813,chr22:32410813-32411013,0.03120750695693239
chr22:32411013-32411813,chr22:32473613-32474013,0.03120750695693239
chr22:32473613-32474013,chr22:32411013-32411813,0.03120750695693239
chr22:32411013-32411813,chr22:32474013-32474413,0.03120750695693239
chr22:32474013-32474413,chr22:32411013-32411813,0.03120750695693239
chr22:32411013-32411813,chr22:32474413-32475213,0.03120750695693239
chr22:32474413-32475213,chr22:32411013-32411813,0.03120750695693239
chr22:32411013-32411813,chr22:32468013-32473613,0.03120750695693239
chr22:32468013-32473613,chr22:32411013-32411813,0.03120750695693239
chr22:32411013-32411813,chr22:32444213-32445813,0.03120750695693239
chr22:32444213-32445813,chr22:32411013-32411813,0.03120750695693239
chr22:32411013-32411813,chr22:32445813-32447013,0.03120750695693239
chr22:32445813-32447013,chr22:32411013-32411813,0.03120750695693239
chr22:32411013-32411813,chr22:32447013-32452813,0.03120750695693239
chr22:32447013-32452813,chr22:32411013-32411813,0.03120750695693239
chr22:32411813-32412213,chr22:32473613-32474013,0.03120750695693239
chr22:32473613-32474013,chr22:32411813-32412213,0.03120750695693239
chr22:32411813-32412213,chr22:32474013-32474413,0.03120750695693239
chr22:32474013-32474413,chr22:32411813-32412213,0.03120750695693239
chr22:32411813-32412213,chr22:32474413-32475213,0.03120750695693239
chr22:32474413-32475213,chr22:32411813-32412213,0.03120750695693239
chr22:32411813-32412213,chr22:32468013-32473613,0.03120750695693239
chr22:32468013-32473613,chr22:32411813-32412213,0.03120750695693239
chr22:32411813-32412213,chr22:32444213-32445813,0.03120750695693239
chr22:32444213-32445813,chr22:32411813-32412213,0.03120750695693239
chr22:32411813-32412213,chr22:32445813-32447013,0.03120750695693239
chr22:32445813-32447013,chr22:32411813-32412213,0.03120750695693239
chr22:32411813-32412213,chr22:32447013-32452813,0.03120750695693239
chr22:32447013-32452813,chr22:32411813-32412213,0.03120750695693239
chr22:32412213-32412613,chr22:32473613-32474013,0.03120750695693239
chr22:32473613-32474013,chr22:32412213-32412613,0.03120750695693239
chr22:32412213-32412613,chr22:32474013-32474413,0.03120750695693239
chr22:32474013-32474413,chr22:32412213-32412613,0.03120750695693239
chr22:32412213-32412613,chr22:32474413-32475213,0.03120750695693239
chr22:32474413-32475213,chr22:32412213-32412613,0.03120750695693239
chr22:32412213-32412613,chr22:32468013-32473613,0.03120750695693239
chr22:32468013-32473613,chr22:32412213-32412613,0.03120750695693239
chr22:32412213-32412613,chr22:32444213-32445813,0.03120750695693239
chr22:32444213-32445813,chr22:32412213-32412613,0.03120750695693239
chr22:32412213-32412613,chr22:32445813-32447013,0.03120750695693239
chr22:32445813-32447013,chr22:32412213-32412613,0.03120750695693239
chr22:32412213-32412613,chr22:32447013-32452813,0.03120750695693239
chr22:32447013-32452813,chr22:32412213-32412613,0.03120750695693239
chr22:32412613-32417413,chr22:32473613-32474013,0.03120750695693239
chr22:32473613-32474013,chr22:32412613-32417413,0.03120750695693239
chr22:32412613-32417413,chr22:32474013-32474413,0.03120750695693239
chr22:32474013-32474413,chr22:32412613-32417413,0.03120750695693239
chr22:32412613-32417413,chr22:32474413-32475213,0.03120750695693239
chr22:32474413-32475213,chr22:32412613-32417413,0.03120750695693239
chr22:32412613-32417413,chr22:32468013-32473613,0.03120750695693239
chr22:32468013-32473613,chr22:32412613-32417413,0.03120750695693239
chr22:32412613-32417413,chr22:32444213-32445813,0.03120750695693239
chr22:32444213-32445813,chr22:32412613-32417413,0.03120750695693239
chr22:32412613-32417413,chr22:32445813-32447013,0.03120750695693239
chr22:32445813-32447013,chr22:32412613-32417413,0.03120750695693239
chr22:32412613-32417413,chr22:32447013-32452813,0.03120750695693239
chr22:32447013-32452813,chr22:32412613-32417413,0.03120750695693239
chr22:17438756-17443156,chr22:17482768-17491168,0.031137734452089998
chr22:17482768-17491168,chr22:17438756-17443156,0.031137734452089998
chr22:17443156-17443356,chr22:17482768-17491168,0.031137734452089998
chr22:17482768-17491168,chr22:17443156-17443356,0.031137734452089998
chr22:17443356-17445356,chr22:17482768-17491168,0.031137734452089998
chr22:17482768-17491168,chr22:17443356-17445356,0.031137734452089998
chr22:38007593-38016193,chr22:38063193-38064193,0.03111080854001405
chr22:38063193-38064193,chr22:38007593-38016193,0.03111080854001405
chr22:38007593-38016193,chr22:38064193-38066593,0.03111080854001405
chr22:38064193-38066593,chr22:38007593-38016193,0.03111080854001405
chr22:38007593-38016193,chr22:38059393-38063193,0.03111080854001405
chr22:38059393-38063193,chr22:38007593-38016193,0.03111080854001405
chr22:46119920-46124920,chr22:46310503-46315703,0.031039720257787607
chr22:46310503-46315703,chr22:46119920-46124920,0.031039720257787607
chr22:46069720-46070720,chr22:46109720-46112320,0.03091988892766608
chr22:46109720-46112320,chr22:46069720-46070720,0.03091988892766608
chr22:46069720-46070720,chr22:46112320-46116320,0.03091988892766608
chr22:46112320-46116320,chr22:46069720-46070720,0.03091988892766608
chr22:46070720-46071320,chr22:46109720-46112320,0.03091988892766608
chr22:46109720-46112320,chr22:46070720-46071320,0.03091988892766608
chr22:46070720-46071320,chr22:46112320-46116320,0.03091988892766608
chr22:46112320-46116320,chr22:46070720-46071320,0.03091988892766608
chr22:46074120-46074720,chr22:46109720-46112320,0.03091988892766608
chr22:46109720-46112320,chr22:46074120-46074720,0.03091988892766608
chr22:46074120-46074720,chr22:46112320-46116320,0.03091988892766608
chr22:46112320-46116320,chr22:46074120-46074720,0.03091988892766608
chr22:46071320-46074120,chr22:46109720-46112320,0.03091988892766608
chr22:46109720-46112320,chr22:46071320-46074120,0.03091988892766608
chr22:46071320-46074120,chr22:46112320-46116320,0.03091988892766608
chr22:46112320-46116320,chr22:46071320-46074120,0.03091988892766608
chr22:45015119-45020119,chr22:45058519-45061319,0.030747958843386262
chr22:45058519-45061319,chr22:45015119-45020119,0.030747958843386262
chr22:45015119-45020119,chr22:45054519-45058519,0.030747958843386262
chr22:45054519-45058519,chr22:45015119-45020119,0.030747958843386262
chr22:19725077-19730877,chr22:19754877-19755877,0.03073824728498667
chr22:19754877-19755877,chr22:19725077-19730877,0.03073824728498667
chr22:19725077-19730877,chr22:19755877-19756677,0.03073824728498667
chr22:19755877-19756677,chr22:19725077-19730877,0.03073824728498667
chr22:19725077-19730877,chr22:19756677-19756877,0.03073824728498667
chr22:19756677-19756877,chr22:19725077-19730877,0.03073824728498667
chr22:19725077-19730877,chr22:19756877-19757477,0.03073824728498667
chr22:19756877-19757477,chr22:19725077-19730877,0.03073824728498667
chr22:19725077-19730877,chr22:19757477-19758277,0.03073824728498667
chr22:19757477-19758277,chr22:19725077-19730877,0.03073824728498667
chr22:19725077-19730877,chr22:19759477-19759677,0.03073824728498667
chr22:19759477-19759677,chr22:19725077-19730877,0.03073824728498667
chr22:19725077-19730877,chr22:19759677-19759877,0.03073824728498667
chr22:19759677-19759877,chr22:19725077-19730877,0.03073824728498667
chr22:19725077-19730877,chr22:19758277-19759477,0.03073824728498667
chr22:19758277-19759477,chr22:19725077-19730877,0.03073824728498667
chr22:50269771-50271771,chr22:50341971-50342171,0.03068577808490395
chr22:50341971-50342171,chr22:50269771-50271771,0.03068577808490395
chr22:50269771-50271771,chr22:50342171-50342371,0.03068577808490395
chr22:50342171-50342371,chr22:50269771-50271771,0.03068577808490395
chr22:50269771-50271771,chr22:50342371-50342571,0.03068577808490395
chr22:50342371-50342571,chr22:50269771-50271771,0.03068577808490395
chr22:50269771-50271771,chr22:50342571-50343571,0.03068577808490395
chr22:50342571-50343571,chr22:50269771-50271771,0.03068577808490395
chr22:50269771-50271771,chr22:50343571-50343771,0.03068577808490395
chr22:50343571-50343771,chr22:50269771-50271771,0.03068577808490395
chr22:50269771-50271771,chr22:50409371-50413571,0.03068577808490395
chr22:50409371-50413571,chr22:50269771-50271771,0.03068577808490395
chr22:50271771-50272971,chr22:50341971-50342171,0.03068577808490395
chr22:50341971-50342171,chr22:50271771-50272971,0.03068577808490395
chr22:50271771-50272971,chr22:50342171-50342371,0.03068577808490395
chr22:50342171-50342371,chr22:50271771-50272971,0.03068577808490395
chr22:50271771-50272971,chr22:50342371-50342571,0.03068577808490395
chr22:50342371-50342571,chr22:50271771-50272971,0.03068577808490395
chr22:50271771-50272971,chr22:50342571-50343571,0.03068577808490395
chr22:50342571-50343571,chr22:50271771-50272971,0.03068577808490395
chr22:50271771-50272971,chr22:50343571-50343771,0.03068577808490395
chr22:50343571-50343771,chr22:50271771-50272971,0.03068577808490395
chr22:50271771-50272971,chr22:50409371-50413571,0.03068577808490395
chr22:50409371-50413571,chr22:50271771-50272971,0.03068577808490395
chr22:50272971-50274971,chr22:50341971-50342171,0.03068577808490395
chr22:50341971-50342171,chr22:50272971-50274971,0.03068577808490395
chr22:50272971-50274971,chr22:50342171-50342371,0.03068577808490395
chr22:50342171-50342371,chr22:50272971-50274971,0.03068577808490395
chr22:50272971-50274971,chr22:50342371-50342571,0.03068577808490395
chr22:50342371-50342571,chr22:50272971-50274971,0.03068577808490395
chr22:50272971-50274971,chr22:50342571-50343571,0.03068577808490395
chr22:50342571-50343571,chr22:50272971-50274971,0.03068577808490395
chr22:50272971-50274971,chr22:50343571-50343771,0.03068577808490395
chr22:50343571-50343771,chr22:50272971-50274971,0.03068577808490395
chr22:50272971-50274971,chr22:50409371-50413571,0.03068577808490395
chr22:50409371-50413571,chr22:50272971-50274971,0.03068577808490395
chr22:23790013-23791613,chr22:23825813-23827813,0.030631590647209942
chr22:23825813-23827813,chr22:23790013-23791613,0.030631590647209942
chr22:23790013-23791613,chr22:23827813-23828013,0.030631590647209942
chr22:23827813-23828013,chr22:23790013-23791613,0.030631590647209942
chr22:23790013-23791613,chr22:23828013-23828813,0.030631590647209942
chr22:23828013-23828813,chr22:23790013-23791613,0.030631590647209942
chr22:23790013-23791613,chr22:23828813-23830213,0.030631590647209942
chr22:23828813-23830213,chr22:23790013-23791613,0.030631590647209942
chr22:23791613-23798813,chr22:23825813-23827813,0.030631590647209942
chr22:23825813-23827813,chr22:23791613-23798813,0.030631590647209942
chr22:23791613-23798813,chr22:23827813-23828013,0.030631590647209942
chr22:23827813-23828013,chr22:23791613-23798813,0.030631590647209942
chr22:23791613-23798813,chr22:23828013-23828813,0.030631590647209942
chr22:23828013-23828813,chr22:23791613-23798813,0.030631590647209942
chr22:23791613-23798813,chr22:23828813-23830213,0.030631590647209942
chr22:23828813-23830213,chr22:23791613-23798813,0.030631590647209942
chr22:42215394-42216394,chr22:42238994-42255394,0.030180388587238642
chr22:42238994-42255394,chr22:42215394-42216394,0.030180388587238642
chr22:42216394-42217194,chr22:42238994-42255394,0.030180388587238642
chr22:42238994-42255394,chr22:42216394-42217194,0.030180388587238642
chr22:42217194-42217794,chr22:42238994-42255394,0.030180388587238642
chr22:42238994-42255394,chr22:42217194-42217794,0.030180388587238642
chr22:42217794-42218194,chr22:42238994-42255394,0.030180388587238642
chr22:42238994-42255394,chr22:42217794-42218194,0.030180388587238642
chr22:42218194-42218994,chr22:42238994-42255394,0.030180388587238642
chr22:42238994-42255394,chr22:42218194-42218994,0.030180388587238642
chr22:42218994-42219194,chr22:42238994-42255394,0.030180388587238642
chr22:42238994-42255394,chr22:42218994-42219194,0.030180388587238642
chr22:42219194-42219794,chr22:42238994-42255394,0.030180388587238642
chr22:42238994-42255394,chr22:42219194-42219794,0.030180388587238642
chr22:42219794-42219994,chr22:42238994-42255394,0.030180388587238642
chr22:42238994-42255394,chr22:42219794-42219994,0.030180388587238642
chr22:36856158-36856958,chr22:36977159-36977559,0.02995064986886504
chr22:36977159-36977559,chr22:36856158-36856958,0.02995064986886504
chr22:36856158-36856958,chr22:36977559-36978159,0.02995064986886504
chr22:36977559-36978159,chr22:36856158-36856958,0.02995064986886504
chr22:36856958-36858358,chr22:36977159-36977559,0.02995064986886504
chr22:36977159-36977559,chr22:36856958-36858358,0.02995064986886504
chr22:36856958-36858358,chr22:36977559-36978159,0.02995064986886504
chr22:36977559-36978159,chr22:36856958-36858358,0.02995064986886504
chr22:26168834-26170634,chr22:26275634-26277434,0.02994358913641881
chr22:26275634-26277434,chr22:26168834-26170634,0.02994358913641881
chr22:26170634-26171034,chr22:26275634-26277434,0.02994358913641881
chr22:26275634-26277434,chr22:26170634-26171034,0.02994358913641881
chr22:26171034-26172034,chr22:26275634-26277434,0.02994358913641881
chr22:26275634-26277434,chr22:26171034-26172034,0.02994358913641881
chr22:26172034-26174034,chr22:26275634-26277434,0.02994358913641881
chr22:26275634-26277434,chr22:26172034-26174034,0.02994358913641881
chr22:26174034-26174234,chr22:26275634-26277434,0.02994358913641881
chr22:26275634-26277434,chr22:26174034-26174234,0.02994358913641881
chr22:26174234-26174434,chr22:26275634-26277434,0.02994358913641881
chr22:26275634-26277434,chr22:26174234-26174434,0.02994358913641881
chr22:26174434-26174834,chr22:26275634-26277434,0.02994358913641881
chr22:26275634-26277434,chr22:26174434-26174834,0.02994358913641881
chr22:21770311-21771111,chr22:21807911-21810711,0.02982206891366516
chr22:21807911-21810711,chr22:21770311-21771111,0.02982206891366516
chr22:21771111-21773111,chr22:21807911-21810711,0.02982206891366516
chr22:21807911-21810711,chr22:21771111-21773111,0.02982206891366516
chr22:21773111-21778711,chr22:21807911-21810711,0.02982206891366516
chr22:21807911-21810711,chr22:21773111-21778711,0.02982206891366516
chr22:44975320-44975720,chr22:45076519-45081919,0.02963973882406109
chr22:45076519-45081919,chr22:44975320-44975720,0.02963973882406109
chr22:44975320-44975720,chr22:45081919-45082519,0.02963973882406109
chr22:45081919-45082519,chr22:44975320-44975720,0.02963973882406109
chr22:44975320-44975720,chr22:45082519-45090519,0.02963973882406109
chr22:45082519-45090519,chr22:44975320-44975720,0.02963973882406109
chr22:44975720-44978720,chr22:45076519-45081919,0.02963973882406109
chr22:45076519-45081919,chr22:44975720-44978720,0.02963973882406109
chr22:44975720-44978720,chr22:45081919-45082519,0.02963973882406109
chr22:45081919-45082519,chr22:44975720-44978720,0.02963973882406109
chr22:44975720-44978720,chr22:45082519-45090519,0.02963973882406109
chr22:45082519-45090519,chr22:44975720-44978720,0.02963973882406109
chr22:44978720-44980320,chr22:45076519-45081919,0.02963973882406109
chr22:45076519-45081919,chr22:44978720-44980320,0.02963973882406109
chr22:44978720-44980320,chr22:45081919-45082519,0.02963973882406109
chr22:45081919-45082519,chr22:44978720-44980320,0.02963973882406109
chr22:44978720-44980320,chr22:45082519-45090519,0.02963973882406109
chr22:45082519-45090519,chr22:44978720-44980320,0.02963973882406109
chr22:26360234-26361034,chr22:26460634-26463034,0.029356077968514832
chr22:26460634-26463034,chr22:26360234-26361034,0.029356077968514832
chr22:30253211-30256011,chr22:30278411-30288211,0.029344478785230443
chr22:30278411-30288211,chr22:30253211-30256011,0.029344478785230443
chr22:30253211-30256011,chr22:30288211-30288411,0.029344478785230443
chr22:30288211-30288411,chr22:30253211-30256011,0.029344478785230443
chr22:30253211-30256011,chr22:30288411-30289011,0.029344478785230443
chr22:30288411-30289011,chr22:30253211-30256011,0.029344478785230443
chr22:30253211-30256011,chr22:30289011-30290211,0.029344478785230443
chr22:30289011-30290211,chr22:30253211-30256011,0.029344478785230443
chr22:30256011-30256211,chr22:30278411-30288211,0.029344478785230443
chr22:30278411-30288211,chr22:30256011-30256211,0.029344478785230443
chr22:30256011-30256211,chr22:30288211-30288411,0.029344478785230443
chr22:30288211-30288411,chr22:30256011-30256211,0.029344478785230443
chr22:30256011-30256211,chr22:30288411-30289011,0.029344478785230443
chr22:30288411-30289011,chr22:30256011-30256211,0.029344478785230443
chr22:30256011-30256211,chr22:30289011-30290211,0.029344478785230443
chr22:30289011-30290211,chr22:30256011-30256211,0.029344478785230443
chr22:30256211-30258611,chr22:30278411-30288211,0.029344478785230443
chr22:30278411-30288211,chr22:30256211-30258611,0.029344478785230443
chr22:30256211-30258611,chr22:30288211-30288411,0.029344478785230443
chr22:30288211-30288411,chr22:30256211-30258611,0.029344478785230443
chr22:30256211-30258611,chr22:30288411-30289011,0.029344478785230443
chr22:30288411-30289011,chr22:30256211-30258611,0.029344478785230443
chr22:30256211-30258611,chr22:30289011-30290211,0.029344478785230443
chr22:30289011-30290211,chr22:30256211-30258611,0.029344478785230443
chr22:30258611-30263211,chr22:30278411-30288211,0.029344478785230443
chr22:30278411-30288211,chr22:30258611-30263211,0.029344478785230443
chr22:30258611-30263211,chr22:30288211-30288411,0.029344478785230443
chr22:30288211-30288411,chr22:30258611-30263211,0.029344478785230443
chr22:30258611-30263211,chr22:30288411-30289011,0.029344478785230443
chr22:30288411-30289011,chr22:30258611-30263211,0.029344478785230443
chr22:30258611-30263211,chr22:30289011-30290211,0.029344478785230443
chr22:30289011-30290211,chr22:30258611-30263211,0.029344478785230443
chr22:39003795-39013195,chr22:39114995-39115195,0.029230991702593738
chr22:39114995-39115195,chr22:39003795-39013195,0.029230991702593738
chr22:39003795-39013195,chr22:39115195-39117395,0.029230991702593738
chr22:39115195-39117395,chr22:39003795-39013195,0.029230991702593738
chr22:39003795-39013195,chr22:39117395-39117595,0.029230991702593738
chr22:39117395-39117595,chr22:39003795-39013195,0.029230991702593738
chr22:39003795-39013195,chr22:39117595-39117795,0.029230991702593738
chr22:39117595-39117795,chr22:39003795-39013195,0.029230991702593738
chr22:39003795-39013195,chr22:39117795-39123995,0.029230991702593738
chr22:39117795-39123995,chr22:39003795-39013195,0.029230991702593738
chr22:39947396-39953796,chr22:39989396-39989796,0.029205009454649274
chr22:39989396-39989796,chr22:39947396-39953796,0.029205009454649274
chr22:39947396-39953796,chr22:39989796-39990196,0.029205009454649274
chr22:39989796-39990196,chr22:39947396-39953796,0.029205009454649274
chr22:39953796-39954196,chr22:39989396-39989796,0.029205009454649274
chr22:39989396-39989796,chr22:39953796-39954196,0.029205009454649274
chr22:39953796-39954196,chr22:39989796-39990196,0.029205009454649274
chr22:39989796-39990196,chr22:39953796-39954196,0.029205009454649274
chr22:31211614-31211814,chr22:31270014-31270614,0.029061746632583985
chr22:31270014-31270614,chr22:31211614-31211814,0.029061746632583985
chr22:31211614-31211814,chr22:31270614-31270814,0.029061746632583985
chr22:31270614-31270814,chr22:31211614-31211814,0.029061746632583985
chr22:31211614-31211814,chr22:31270814-31272414,0.029061746632583985
chr22:31270814-31272414,chr22:31211614-31211814,0.029061746632583985
chr22:31211614-31211814,chr22:31272414-31272814,0.029061746632583985
chr22:31272414-31272814,chr22:31211614-31211814,0.029061746632583985
chr22:31211614-31211814,chr22:31272814-31276814,0.029061746632583985
chr22:31272814-31276814,chr22:31211614-31211814,0.029061746632583985
chr22:31211614-31211814,chr22:31245014-31247814,0.029061746632583985
chr22:31245014-31247814,chr22:31211614-31211814,0.029061746632583985
chr22:31211614-31211814,chr22:31247814-31248214,0.029061746632583985
chr22:31247814-31248214,chr22:31211614-31211814,0.029061746632583985
chr22:31211614-31211814,chr22:31248214-31248814,0.029061746632583985
chr22:31248214-31248814,chr22:31211614-31211814,0.029061746632583985
chr22:31211614-31211814,chr22:31248814-31252014,0.029061746632583985
chr22:31248814-31252014,chr22:31211614-31211814,0.029061746632583985
chr22:31211814-31212214,chr22:31270014-31270614,0.029061746632583985
chr22:31270014-31270614,chr22:31211814-31212214,0.029061746632583985
chr22:31211814-31212214,chr22:31270614-31270814,0.029061746632583985
chr22:31270614-31270814,chr22:31211814-31212214,0.029061746632583985
chr22:31211814-31212214,chr22:31270814-31272414,0.029061746632583985
chr22:31270814-31272414,chr22:31211814-31212214,0.029061746632583985
chr22:31211814-31212214,chr22:31272414-31272814,0.029061746632583985
chr22:31272414-31272814,chr22:31211814-31212214,0.029061746632583985
chr22:31211814-31212214,chr22:31272814-31276814,0.029061746632583985
chr22:31272814-31276814,chr22:31211814-31212214,0.029061746632583985
chr22:31211814-31212214,chr22:31245014-31247814,0.029061746632583985
chr22:31245014-31247814,chr22:31211814-31212214,0.029061746632583985
chr22:31211814-31212214,chr22:31247814-31248214,0.029061746632583985
chr22:31247814-31248214,chr22:31211814-31212214,0.029061746632583985
chr22:31211814-31212214,chr22:31248214-31248814,0.029061746632583985
chr22:31248214-31248814,chr22:31211814-31212214,0.029061746632583985
chr22:31211814-31212214,chr22:31248814-31252014,0.029061746632583985
chr22:31248814-31252014,chr22:31211814-31212214,0.029061746632583985
chr22:31212214-31213014,chr22:31270014-31270614,0.029061746632583985
chr22:31270014-31270614,chr22:31212214-31213014,0.029061746632583985
chr22:31212214-31213014,chr22:31270614-31270814,0.029061746632583985
chr22:31270614-31270814,chr22:31212214-31213014,0.029061746632583985
chr22:31212214-31213014,chr22:31270814-31272414,0.029061746632583985
chr22:31270814-31272414,chr22:31212214-31213014,0.029061746632583985
chr22:31212214-31213014,chr22:31272414-31272814,0.029061746632583985
chr22:31272414-31272814,chr22:31212214-31213014,0.029061746632583985
chr22:31212214-31213014,chr22:31272814-31276814,0.029061746632583985
chr22:31272814-31276814,chr22:31212214-31213014,0.029061746632583985
chr22:31212214-31213014,chr22:31245014-31247814,0.029061746632583985
chr22:31245014-31247814,chr22:31212214-31213014,0.029061746632583985
chr22:31212214-31213014,chr22:31247814-31248214,0.029061746632583985
chr22:31247814-31248214,chr22:31212214-31213014,0.029061746632583985
chr22:31212214-31213014,chr22:31248214-31248814,0.029061746632583985
chr22:31248214-31248814,chr22:31212214-31213014,0.029061746632583985
chr22:31212214-31213014,chr22:31248814-31252014,0.029061746632583985
chr22:31248814-31252014,chr22:31212214-31213014,0.029061746632583985
chr22:31213014-31213214,chr22:31270014-31270614,0.029061746632583985
chr22:31270014-31270614,chr22:31213014-31213214,0.029061746632583985
chr22:31213014-31213214,chr22:31270614-31270814,0.029061746632583985
chr22:31270614-31270814,chr22:31213014-31213214,0.029061746632583985
chr22:31213014-31213214,chr22:31270814-31272414,0.029061746632583985
chr22:31270814-31272414,chr22:31213014-31213214,0.029061746632583985
chr22:31213014-31213214,chr22:31272414-31272814,0.029061746632583985
chr22:31272414-31272814,chr22:31213014-31213214,0.029061746632583985
chr22:31213014-31213214,chr22:31272814-31276814,0.029061746632583985
chr22:31272814-31276814,chr22:31213014-31213214,0.029061746632583985
chr22:31213014-31213214,chr22:31245014-31247814,0.029061746632583985
chr22:31245014-31247814,chr22:31213014-31213214,0.029061746632583985
chr22:31213014-31213214,chr22:31247814-31248214,0.029061746632583985
chr22:31247814-31248214,chr22:31213014-31213214,0.029061746632583985
chr22:31213014-31213214,chr22:31248214-31248814,0.029061746632583985
chr22:31248214-31248814,chr22:31213014-31213214,0.029061746632583985
chr22:31213014-31213214,chr22:31248814-31252014,0.029061746632583985
chr22:31248814-31252014,chr22:31213014-31213214,0.029061746632583985
chr22:31213214-31213614,chr22:31270014-31270614,0.029061746632583985
chr22:31270014-31270614,chr22:31213214-31213614,0.029061746632583985
chr22:31213214-31213614,chr22:31270614-31270814,0.029061746632583985
chr22:31270614-31270814,chr22:31213214-31213614,0.029061746632583985
chr22:31213214-31213614,chr22:31270814-31272414,0.029061746632583985
chr22:31270814-31272414,chr22:31213214-31213614,0.029061746632583985
chr22:31213214-31213614,chr22:31272414-31272814,0.029061746632583985
chr22:31272414-31272814,chr22:31213214-31213614,0.029061746632583985
chr22:31213214-31213614,chr22:31272814-31276814,0.029061746632583985
chr22:31272814-31276814,chr22:31213214-31213614,0.029061746632583985
chr22:31213214-31213614,chr22:31245014-31247814,0.029061746632583985
chr22:31245014-31247814,chr22:31213214-31213614,0.029061746632583985
chr22:31213214-31213614,chr22:31247814-31248214,0.029061746632583985
chr22:31247814-31248214,chr22:31213214-31213614,0.029061746632583985
chr22:31213214-31213614,chr22:31248214-31248814,0.029061746632583985
chr22:31248214-31248814,chr22:31213214-31213614,0.029061746632583985
chr22:31213214-31213614,chr22:31248814-31252014,0.029061746632583985
chr22:31248814-31252014,chr22:31213214-31213614,0.029061746632583985
chr22:24418032-24422232,chr22:24517632-24521632,0.028862705845671008
chr22:24517632-24521632,chr22:24418032-24422232,0.028862705845671008
chr22:24418032-24422232,chr22:24521632-24522232,0.028862705845671008
chr22:24521632-24522232,chr22:24418032-24422232,0.028862705845671008
chr22:24418032-24422232,chr22:24522232-24525632,0.028862705845671008
chr22:24522232-24525632,chr22:24418032-24422232,0.028862705845671008
chr22:24422232-24423632,chr22:24517632-24521632,0.028862705845671008
chr22:24517632-24521632,chr22:24422232-24423632,0.028862705845671008
chr22:24422232-24423632,chr22:24521632-24522232,0.028862705845671008
chr22:24521632-24522232,chr22:24422232-24423632,0.028862705845671008
chr22:24422232-24423632,chr22:24522232-24525632,0.028862705845671008
chr22:24522232-24525632,chr22:24422232-24423632,0.028862705845671008
chr22:24423632-24425032,chr22:24517632-24521632,0.028862705845671008
chr22:24517632-24521632,chr22:24423632-24425032,0.028862705845671008
chr22:24423632-24425032,chr22:24521632-24522232,0.028862705845671008
chr22:24521632-24522232,chr22:24423632-24425032,0.028862705845671008
chr22:24423632-24425032,chr22:24522232-24525632,0.028862705845671008
chr22:24522232-24525632,chr22:24423632-24425032,0.028862705845671008
chr22:38514795-38516195,chr22:38558995-38566795,0.02884249332742152
chr22:38558995-38566795,chr22:38514795-38516195,0.02884249332742152
chr22:38516195-38517195,chr22:38558995-38566795,0.02884249332742152
chr22:38558995-38566795,chr22:38516195-38517195,0.02884249332742152
chr22:22446262-22452662,chr22:22559594-22560394,0.028426311134089062
chr22:22559594-22560394,chr22:22446262-22452662,0.028426311134089062
chr22:22446262-22452662,chr22:22560795-22561795,0.028426311134089062
chr22:22560795-22561795,chr22:22446262-22452662,0.028426311134089062
chr22:22446262-22452662,chr22:22561795-22570395,0.028426311134089062
chr22:22561795-22570395,chr22:22446262-22452662,0.028426311134089062
chr22:22452863-22453263,chr22:22559594-22560394,0.028426311134089062
chr22:22559594-22560394,chr22:22452863-22453263,0.028426311134089062
chr22:22452863-22453263,chr22:22560795-22561795,0.028426311134089062
chr22:22560795-22561795,chr22:22452863-22453263,0.028426311134089062
